"행정구역별","산업별","대표자연령대",2012,2013,2014,2015,2016,2017,2018,2019,2020
"전북","교육 서비스업(85)","29세 이하",263,226,254,232,275,268,221,227,275
"전북","교육 서비스업(85)","30~39세",2101,1658,1613,1676,1704,1549,1512,1265,1317
"전북","교육 서비스업(85)","40~49세",2732,3114,3074,2773,2774,2809,2848,2813,2616
"전북","교육 서비스업(85)","50~59세",1647,1707,1865,1986,2070,2228,2384,2691,2474
"전북","교육 서비스업(85)","60세 이상",704,770,793,827,776,743,740,784,918
"전북","보건업 및 사회복지 서비스업(86~87)","계",5417,5614,5827,5833,6110,6217,6252,6352,6252
"전북","보건업 및 사회복지 서비스업(86~87)","29세 이하",66,76,82,58,65,52,63,74,71
"전북","보건업 및 사회복지 서비스업(86~87)","30~39세",979,839,816,786,787,748,562,504,482
"전북","보건업 및 사회복지 서비스업(86~87)","40~49세",2195,2246,2219,2037,2108,2114,2093,1855,1615
"전북","보건업 및 사회복지 서비스업(86~87)","50~59세",1572,1824,1993,2113,2257,2338,2507,2681,2641
"전북","보건업 및 사회복지 서비스업(86~87)","60세 이상",605,629,717,839,893,965,1027,1238,1443
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3455,3470,3542,3492,3779,4043,4187,4367,4266
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",147,131,126,106,145,155,140,143,186
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",777,706,667,595,658,667,729,646,654
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1097,1072,1083,1025,1093,1176,1205,1267,1167
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1035,1165,1193,1197,1279,1373,1379,1426,1387
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",399,396,473,569,604,672,734,885,872
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",17337,17473,17520,17549,17682,17994,18337,18670,18887
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",223,226,251,253,297,301,337,397,575
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2222,1806,1685,1694,1789,1634,1728,1545,1671
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",5049,5152,4980,4693,4734,4644,4781,5863,5267
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",6088,6339,6280,6158,6067,6131,6065,6193,6083
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3755,3950,4324,4751,4795,5284,5426,4672,5291
"전남","전체 산업","계",132892,136888,142931,147196,149713,153280,156914,161883,163774
"전남","전체 산업","29세 이하",2833,2616,3022,2785,2821,2841,3621,3915,5206
"전남","전체 산업","30~39세",18539,15508,16019,16482,16454,15668,16480,16091,16822
"전남","전체 산업","40~49세",38687,39164,41008,41379,40423,39342,42543,45445,41898
"전남","전체 산업","50~59세",45216,51195,51713,51893,52952,54292,53615,56231,55098
"전남","전체 산업","60세 이상",27617,28405,31169,34657,37063,41137,40655,40201,44750
"전남","농업, 임업 및 어업(01~03)","계",364,392,503,521,583,614,642,711,916
"전남","농업, 임업 및 어업(01~03)","29세 이하",2,2,4,9,13,10,10,10,20
"전남","농업, 임업 및 어업(01~03)","30~39세",21,23,38,39,38,42,49,56,83
"전남","농업, 임업 및 어업(01~03)","40~49세",89,76,116,127,132,131,151,192,203
"전남","농업, 임업 및 어업(01~03)","50~59세",175,209,233,236,257,258,249,268,359
"전남","농업, 임업 및 어업(01~03)","60세 이상",77,82,112,110,143,173,183,185,251
"전남","광업(05~08)","계",1017,1033,1032,1057,1063,1054,1006,862,821
"전남","광업(05~08)","29세 이하",6,4,5,5,5,6,2,1,2
"전남","광업(05~08)","30~39세",41,50,43,38,30,28,24,21,21
"전남","광업(05~08)","40~49세",161,151,153,157,148,162,159,319,167
"전남","광업(05~08)","50~59세",387,378,369,379,388,389,353,287,249
"전남","광업(05~08)","60세 이상",422,450,462,478,492,469,468,234,382
"전남","제조업(10~34)","계",11632,12125,13024,13309,13313,13489,14014,14537,14363
"전남","제조업(10~34)","29세 이하",135,118,139,132,132,116,176,201,279
"전남","제조업(10~34)","30~39세",1172,976,1078,1058,997,931,1006,992,1070
"전남","제조업(10~34)","40~49세",3266,3077,3393,3404,3273,3164,3481,3862,3377
"전남","제조업(10~34)","50~59세",4240,5013,5213,5179,5155,5077,5114,5392,5041
"전남","제조업(10~34)","60세 이상",2819,2941,3201,3536,3756,4201,4237,4090,4596
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","계",158,166,197,213,249,260,338,460,605
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,2,1,1,8,8
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",11,5,7,8,10,11,15,26,32
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",30,32,42,43,54,47,81,115,100
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",90,101,109,104,127,133,148,196,211
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",27,28,39,58,56,68,93,115,254
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",456,493,546,553,554,569,585,607,604
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",7,9,11,3,4,4,3,3,4
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",38,33,48,47,45,43,48,47,54
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",126,118,134,128,119,124,134,144,115
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",206,252,258,265,268,268,268,269,281
"전남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",79,81,95,110,118,130,132,144,150
"전남","건설업(41~42)","계",4710,5684,6505,6782,6936,6947,7298,7752,8303
"전남","건설업(41~42)","29세 이하",50,58,86,84,86,80,128,137,196
"전남","건설업(41~42)","30~39세",617,496,567,562,536,499,517,560,635
"전남","건설업(41~42)","40~49세",1934,2245,2587,2565,2457,2233,2442,2329,2412
"전남","건설업(41~42)","50~59세",1571,2323,2570,2682,2823,2973,2980,3203,3347
"전남","건설업(41~42)","60세 이상",538,562,695,889,1034,1162,1231,1523,1713
"전남","도매 및 소매업(45~47)","계",37017,38230,39870,41247,41296,41835,42209,42532,42672
"전남","도매 및 소매업(45~47)","29세 이하",794,748,855,784,769,809,984,1055,1292
"전남","도매 및 소매업(45~47)","30~39세",5582,4698,4848,5114,5071,4691,4656,4420,4631
"전남","도매 및 소매업(45~47)","40~49세",10244,10991,11400,11567,11375,11024,11771,12690,11535
"전남","도매 및 소매업(45~47)","50~59세",10586,11964,12332,12532,12540,12819,12583,12911,12924
"전남","도매 및 소매업(45~47)","60세 이상",9811,9829,10435,11250,11541,12492,12215,11456,12290
"전남","운수 및 창고업(49~52)","계",9739,9370,10223,11197,11295,11629,11690,12815,12517
"전남","운수 및 창고업(49~52)","29세 이하",68,73,106,94,60,62,159,201,310
"전남","운수 및 창고업(49~52)","30~39세",666,660,794,956,786,797,961,1412,1055
"전남","운수 및 창고업(49~52)","40~49세",1870,1860,2295,2772,2553,2637,2840,2653,2710
"전남","운수 및 창고업(49~52)","50~59세",5145,4549,4195,4180,4150,4254,3971,4441,3945
"전남","운수 및 창고업(49~52)","60세 이상",1990,2228,2833,3195,3746,3879,3759,4108,4497
"전남","숙박 및 음식점업(55~56)","계",27884,28598,29576,30166,30763,31772,32584,33360,34719
"전남","숙박 및 음식점업(55~56)","29세 이하",1036,896,1108,1101,1071,1091,1327,1385,1908
"전남","숙박 및 음식점업(55~56)","30~39세",4053,3175,3456,3717,3768,3786,4086,3910,4418
"전남","숙박 및 음식점업(55~56)","40~49세",8190,7496,7715,8017,7898,7604,8234,8410,8152
"전남","숙박 및 음식점업(55~56)","50~59세",9741,12080,11864,11210,11471,11484,11266,11280,11440
"전남","숙박 및 음식점업(55~56)","60세 이상",4864,4951,5433,6121,6555,7807,7671,8375,8801
"전남","정보통신업(58~63)","계",731,737,757,766,783,839,884,962,991
"전남","정보통신업(58~63)","29세 이하",7,7,8,6,4,4,8,13,24
"전남","정보통신업(58~63)","30~39세",77,63,75,69,70,64,69,81,101
"전남","정보통신업(58~63)","40~49세",248,260,251,236,220,251,281,291,287
"전남","정보통신업(58~63)","50~59세",311,326,337,360,375,389,397,435,429
"전남","정보통신업(58~63)","60세 이상",88,81,86,95,114,131,129,142,150
"전남","금융 및 보험업(64~66)","계",1714,1720,1702,1712,1722,1727,1727,1732,1725
"전남","금융 및 보험업(64~66)","29세 이하",25,14,15,4,6,2,6,10,7
"전남","금융 및 보험업(64~66)","30~39세",126,111,109,87,94,96,91,69,70
"전남","금융 및 보험업(64~66)","40~49세",491,503,472,411,390,396,407,452,323
"전남","금융 및 보험업(64~66)","50~59세",694,728,719,827,858,852,822,903,749
"전남","금융 및 보험업(64~66)","60세 이상",378,364,387,383,374,381,401,298,576
"전남","부동산업(68)","계",1798,1911,2048,2182,2465,2744,2986,3288,3444
"전남","부동산업(68)","29세 이하",9,10,14,9,12,15,20,28,40
"전남","부동산업(68)","30~39세",125,114,135,145,172,155,200,196,221
"전남","부동산업(68)","40~49세",536,526,582,611,668,730,823,991,920
"전남","부동산업(68)","50~59세",574,723,736,779,871,984,1010,1181,1166
"전남","부동산업(68)","60세 이상",554,538,581,638,742,860,933,892,1097
"전남","전문, 과학 및 기술 서비스업(70~73)","계",1791,1933,2079,2214,2284,2311,2498,2756,2944
"전남","전문, 과학 및 기술 서비스업(70~73)","29세 이하",17,15,18,18,23,22,32,43,53
"전남","전문, 과학 및 기술 서비스업(70~73)","30~39세",234,208,205,215,214,186,228,225,277
"전남","전문, 과학 및 기술 서비스업(70~73)","40~49세",573,610,678,691,712,680,771,833,859
"전남","전문, 과학 및 기술 서비스업(70~73)","50~59세",540,647,695,762,786,820,850,953,999
"전남","전문, 과학 및 기술 서비스업(70~73)","60세 이상",427,453,483,528,549,603,617,702,756
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1584,1753,1998,2046,2204,2316,2442,2698,2761
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",31,34,41,28,34,33,40,46,82
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",266,232,265,243,250,244,240,257,289
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",531,585,646,642,679,681,784,808,742
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",470,607,677,701,766,828,853,1012,1001
"전남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",286,295,369,432,475,530,525,575,647
"전남","공공행정, 국방 및 사회보장 행정(84)","계",1218,1230,1239,1256,1254,1255,1267,1266,1254
"전남","공공행정, 국방 및 사회보장 행정(84)","29세 이하",1,2,-,2,-,1,2,3,-
"전남","공공행정, 국방 및 사회보장 행정(84)","30~39세",35,22,23,24,24,20,21,18,21
"전남","공공행정, 국방 및 사회보장 행정(84)","40~49세",187,166,203,168,162,157,184,199,136
"전남","공공행정, 국방 및 사회보장 행정(84)","50~59세",919,936,891,900,919,918,938,984,976
"전남","공공행정, 국방 및 사회보장 행정(84)","60세 이상",76,104,122,162,149,159,122,62,121
"전남","교육 서비스업(85)","계",6217,6184,6094,6157,6273,6380,6481,6574,6307
"전남","교육 서비스업(85)","29세 이하",216,208,192,178,175,150,175,184,212
"전남","교육 서비스업(85)","30~39세",1687,1413,1302,1275,1316,1231,1264,1078,1048
"전남","교육 서비스업(85)","40~49세",2176,2398,2366,2301,2254,2232,2355,2348,2157
"전남","교육 서비스업(85)","50~59세",1481,1431,1483,1590,1760,2038,2060,2349,2050
"전남","교육 서비스업(85)","60세 이상",657,734,751,813,768,729,627,615,840
"전남","보건업 및 사회복지 서비스업(86~87)","계",4756,4966,5208,5261,5599,5762,5811,5913,5779
"전남","보건업 및 사회복지 서비스업(86~87)","29세 이하",63,85,85,48,64,65,94,116,135
"전남","보건업 및 사회복지 서비스업(86~87)","30~39세",873,759,753,741,725,672,633,574,526
"전남","보건업 및 사회복지 서비스업(86~87)","40~49세",1949,1929,1945,1833,1793,1746,1829,1695,1432
"전남","보건업 및 사회복지 서비스업(86~87)","50~59세",1323,1630,1791,1898,2164,2293,2285,2447,2375
"전남","보건업 및 사회복지 서비스업(86~87)","60세 이상",548,563,634,741,853,986,970,1081,1311
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3608,3655,3624,3526,3859,4145,4304,4445,4332
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",138,120,123,77,113,132,151,138,158
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",751,687,629,526,600,625,662,585,580
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1172,1161,1134,1107,1130,1161,1245,1307,1140
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1111,1242,1237,1235,1373,1433,1441,1510,1480
"전남","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",436,445,501,581,643,794,805,905,974
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",16498,16708,16706,17031,17218,17632,18148,18613,18717
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",228,213,212,203,248,238,303,333,476
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",2164,1783,1644,1618,1708,1547,1710,1564,1690
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",4914,4980,4896,4599,4406,4182,4571,5807,5131
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",5652,6056,6004,6074,5901,6082,6027,6210,6076
"전남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",3540,3676,3950,4537,4955,5583,5537,4699,5344
"경북","전체 산업","계",199544,205730,213809,218795,222536,226079,232030,236807,242103
"경북","전체 산업","29세 이하",4070,3508,4309,4213,4684,4945,5196,5525,7199
"경북","전체 산업","30~39세",29066,23989,24842,26110,26965,25852,26359,24843,26090
"경북","전체 산업","40~49세",61600,61579,63065,62971,63150,61893,63284,64575,61194
"경북","전체 산업","50~59세",69378,79537,80235,79109,79195,80650,82159,83686,83124
"경북","전체 산업","60세 이상",35430,37117,41358,46392,48542,52739,55032,58178,64496
"경북","농업, 임업 및 어업(01~03)","계",282,332,365,376,419,448,501,524,665
"경북","농업, 임업 및 어업(01~03)","29세 이하",2,2,3,-,1,2,3,2,11
"경북","농업, 임업 및 어업(01~03)","30~39세",16,17,25,32,32,27,25,30,55
"경북","농업, 임업 및 어업(01~03)","40~49세",59,60,71,70,74,73,98,109,119
"경북","농업, 임업 및 어업(01~03)","50~59세",145,177,176,175,192,207,231,227,273
"경북","농업, 임업 및 어업(01~03)","60세 이상",60,76,90,99,120,139,144,156,207
"경북","광업(05~08)","계",118,123,139,146,143,150,143,141,124
"경북","광업(05~08)","29세 이하",-,-,4,2,1,1,1,1,2
"경북","광업(05~08)","30~39세",7,3,3,6,6,6,8,6,3
"경북","광업(05~08)","40~49세",30,26,30,25,23,33,24,25,18
"경북","광업(05~08)","50~59세",42,51,54,55,56,59,50,45,44
"경북","광업(05~08)","60세 이상",39,43,48,58,57,51,60,64,57
"경북","제조업(10~34)","계",22353,23994,26346,27756,28346,28663,29217,29986,30522
"경북","제조업(10~34)","29세 이하",188,177,299,280,327,343,392,415,567
"경북","제조업(10~34)","30~39세",2207,1761,2221,2344,2397,2317,2241,2258,2531
"경북","제조업(10~34)","40~49세",7033,6599,7330,7724,7830,7636,7529,7412,7124
"경북","제조업(10~34)","50~59세",8616,10847,11211,11347,11563,11581,11784,12085,11351
"경북","제조업(10~34)","60세 이상",4309,4610,5285,6061,6229,6786,7271,7816,8949
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","계",96,101,123,123,152,189,248,310,531
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",1,2,1,1,1,2,3,1,9
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","30~39세",3,3,3,5,5,4,5,7,39
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","40~49세",15,13,17,16,27,28,42,55,77
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","50~59세",54,69,73,72,82,99,113,138,160
"경북","전기, 가스, 증기 및 공기조절 공급업(35)","60세 이상",23,14,29,29,37,56,85,109,246
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",703,777,847,880,869,864,941,974,982
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","29세 이하",8,8,6,6,12,11,12,13,16
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","30~39세",72,62,66,66,53,62,70,64,67
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","40~49세",195,185,211,223,201,197,222,238,211
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","50~59세",308,397,407,400,391,384,417,416,438
"경북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","60세 이상",120,125,157,185,212,210,220,243,250
"경북","건설업(41~42)","계",7247,8085,8918,9350,9523,9564,9958,10360,10963
"경북","건설업(41~42)","29세 이하",65,57,93,101,116,142,154,151,224
"경북","건설업(41~42)","30~39세",811,631,717,717,741,714,705,708,785
"경북","건설업(41~42)","40~49세",2969,3120,3405,3385,3406,3260,3350,3024,3053
"경북","건설업(41~42)","50~59세",2638,3474,3650,3813,3846,3984,4074,4342,4515
"경북","건설업(41~42)","60세 이상",764,803,1053,1334,1414,1464,1675,2135,2386
"경북","도매 및 소매업(45~47)","계",49568,50862,52817,54865,54806,55060,55670,56514,57083
"경북","도매 및 소매업(45~47)","29세 이하",1091,939,1164,1160,1246,1272,1305,1492,1782
"경북","도매 및 소매업(45~47)","30~39세",8200,6463,6862,7401,7574,7081,6756,6479,6814
"경북","도매 및 소매업(45~47)","40~49세",15068,16173,16371,16369,16332,15863,16170,16381,15263
"경북","도매 및 소매업(45~47)","50~59세",14752,16598,17025,17205,17030,17415,17715,18037,18125
"경북","도매 및 소매업(45~47)","60세 이상",10457,10689,11395,12730,12624,13429,13724,14125,15099
"경북","운수 및 창고업(49~52)","계",16380,16667,17126,17456,17323,18102,19092,19435,20801
"경북","운수 및 창고업(49~52)","29세 이하",137,100,107,107,80,91,184,225,325
"경북","운수 및 창고업(49~52)","30~39세",1209,2093,1518,1595,1362,1216,1951,1929,1473
"경북","운수 및 창고업(49~52)","40~49세",3515,3916,3805,3887,3322,3613,3598,3768,4018
"경북","운수 및 창고업(49~52)","50~59세",7859,6380,6833,6882,6378,6678,6410,6291,6559
"경북","운수 및 창고업(49~52)","60세 이상",3660,4178,4863,4985,6181,6504,6949,7222,8426
"경북","숙박 및 음식점업(55~56)","계",44483,45252,46270,46790,47424,48040,49681,50490,52562
"경북","숙박 및 음식점업(55~56)","29세 이하",1537,1257,1532,1591,1772,1913,1948,1949,2634
"경북","숙박 및 음식점업(55~56)","30~39세",6503,4776,5378,6094,6421,6422,6672,6327,6976
"경북","숙박 및 음식점업(55~56)","40~49세",13596,11773,12124,12477,12539,12016,12396,12462,12206
"경북","숙박 및 음식점업(55~56)","50~59세",16026,20574,19543,17761,17642,17386,17856,17252,17668
"경북","숙박 및 음식점업(55~56)","60세 이상",6821,6872,7693,8867,9050,10303,10809,12500,13078
"경북","정보통신업(58~63)","계",976,991,1053,1054,1123,1149,1173,1234,1279
"경북","정보통신업(58~63)","29세 이하",26,19,34,20,25,20,33,31,47
"경북","정보통신업(58~63)","30~39세",141,107,126,110,141,137,133,150,148
"경북","정보통신업(58~63)","40~49세",342,380,382,367,379,380,396,344,349
"경북","정보통신업(58~63)","50~59세",368,391,393,426,429,459,445,507,518
"경북","정보통신업(58~63)","60세 이상",99,94,118,131,149,153,166,202,217
"경북","금융 및 보험업(64~66)","계",2321,2329,2295,2291,2326,2328,2316,2293,2268
"경북","금융 및 보험업(64~66)","29세 이하",20,17,14,9,9,17,12,16,15
"경북","금융 및 보험업(64~66)","30~39세",177,152,148,130,142,131,125,116,99
"경북","금융 및 보험업(64~66)","40~49세",712,703,662,565,574,580,586,593,418
"경북","금융 및 보험업(64~66)","50~59세",923,976,950,1040,1078,1089,1041,1127,986
"경북","금융 및 보험업(64~66)","60세 이상",489,481,521,547,523,511,552,441,750
"경북","부동산업(68)","계",3668,3853,4294,4514,5068,5411,5594,5676,5763
"경북","부동산업(68)","29세 이하",27,26,38,31,38,45,41,44,66
"경북","부동산업(68)","30~39세",297,206,263,277,323,330,356,301,336
"경북","부동산업(68)","40~49세",1169,1057,1221,1290,1462,1457,1510,1514,1391
"경북","부동산업(68)","50~59세",1284,1625,1697,1699,1897,2075,2106,2237,2193
"경북","부동산업(68)","60세 이상",891,939,1075,1217,1348,1504,1581,1580,1777
"경북","전문, 과학 및 기술 서비스업(70~73)","계",2775,3023,3253,3383,3546,3583,3849,4074,4274
"경북","전문, 과학 및 기술 서비스업(70~73)","29세 이하",29,28,41,37,41,34,39,56,96
"경북","전문, 과학 및 기술 서비스업(70~73)","30~39세",411,319,347,387,411,398,443,385,459
"경북","전문, 과학 및 기술 서비스업(70~73)","40~49세",891,994,1035,1033,1087,1072,1109,1165,1188
"경북","전문, 과학 및 기술 서비스업(70~73)","50~59세",964,1162,1258,1272,1321,1326,1415,1446,1446
"경북","전문, 과학 및 기술 서비스업(70~73)","60세 이상",480,520,572,654,686,753,843,1022,1085
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2427,2701,3034,3193,3342,3311,3408,3647,3638
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","29세 이하",43,38,59,53,64,52,60,68,96
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","30~39세",447,348,397,418,434,397,359,358,419
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","40~49세",850,883,1024,1058,1088,1061,1138,1139,991
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","50~59세",778,1087,1125,1171,1225,1218,1234,1373,1385
"경북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","60세 이상",309,345,429,493,531,583,617,709,747
"경북","공공행정, 국방 및 사회보장 행정(84)","계",1244,1249,1240,1296,1302,1302,1304,1302,1270
"경북","공공행정, 국방 및 사회보장 행정(84)","29세 이하",1,1,3,-,1,1,1,1,1
"경북","공공행정, 국방 및 사회보장 행정(84)","30~39세",23,17,16,22,17,16,17,23,20
"경북","공공행정, 국방 및 사회보장 행정(84)","40~49세",173,163,188,160,132,115,143,165,115
"경북","공공행정, 국방 및 사회보장 행정(84)","50~59세",992,1001,951,986,1021,1053,1042,1058,1049
"경북","공공행정, 국방 및 사회보장 행정(84)","60세 이상",55,67,82,128,131,117,101,55,85
"경북","교육 서비스업(85)","계",9491,9469,9463,9395,9485,9532,9757,9955,9673
"경북","교육 서비스업(85)","29세 이하",310,282,305,255,276,273,264,249,280
"경북","교육 서비스업(85)","30~39세",2890,2310,2212,2159,2197,2041,2004,1712,1711
"경북","교육 서비스업(85)","40~49세",3479,3899,3796,3643,3688,3740,3867,3874,3644
"경북","교육 서비스업(85)","50~59세",1990,2098,2214,2363,2372,2564,2768,3279,3005
"경북","교육 서비스업(85)","60세 이상",822,880,936,975,952,914,854,841,1033
"경북","보건업 및 사회복지 서비스업(86~87)","계",6556,6800,7088,6974,7466,7690,7774,7959,7758
"경북","보건업 및 사회복지 서비스업(86~87)","29세 이하",77,92,102,77,95,81,94,129,167
"경북","보건업 및 사회복지 서비스업(86~87)","30~39세",1345,1122,1062,1030,1048,1066,801,749,744
"경북","보건업 및 사회복지 서비스업(86~87)","40~49세",2782,2834,2840,2583,2680,2707,2749,2457,2145
"경북","보건업 및 사회복지 서비스업(86~87)","50~59세",1709,2083,2314,2418,2675,2807,3025,3280,3151
"경북","보건업 및 사회복지 서비스업(86~87)","60세 이상",643,669,770,866,968,1029,1105,1344,1551
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",5465,5536,5564,5322,5869,6191,6344,6492,6268
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","29세 이하",188,154,152,165,185,205,174,170,191
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","30~39세",1103,996,958,818,978,1015,1083,907,860
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","40~49세",1730,1672,1637,1524,1692,1685,1712,1783,1646
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","50~59세",1843,2109,2122,1959,2085,2190,2252,2277,2196
"경북","예술, 스포츠 및 여가관련 서비스업(90~91)","60세 이상",601,605,695,856,929,1096,1123,1355,1375
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",23391,23586,23574,23631,24004,24502,25060,25441,25679
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","29세 이하",320,309,352,318,394,440,476,512,670
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","30~39세",3204,2603,2520,2499,2683,2472,2605,2334,2551
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","40~49세",6992,7129,6916,6572,6614,6377,6645,8067,7218
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","50~59세",8087,8438,8239,8065,7912,8076,8181,8269,8062
"경북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","60세 이상",4788,5107,5547,6177,6401,7137,7153,6259,7178
"경남","전체 산업","계",242121,248911,258710,262947,268902,274490,281685,286752,294973
"경남","전체 산업","29세 이하",5042,4523,5420,5489,6273,7041,6900,7071,9274
"경남","전체 산업","30~39세",36484,29481,31020,32034,34248,34668,33858,32234,34292
"경남","전체 산업","40~49세",77193,76778,78584,77132,78464,78503,78549,78783,74890
"경남","전체 산업","50~59세",84221,97192,97547,95871,96795,97805,100568,101936,101304
"경남","전체 산업","60세 이상",39181,40937,46139,52421,53122,56473,61810,66728,75213
"경남","농업, 임업 및 어업(01~03)","계",214,255,297,315,316,336,366,395,495
"경남","농업, 임업 및 어업(01~03)","29세 이하",2,3,3,-,1,1,3,1,5
"경남","농업, 임업 및 어업(01~03)","30~39세",23,22,24,19,17,22,24,23,38
"경남","농업, 임업 및 어업(01~03)","40~49세",52,54,70,76,82,82,87,87,102
"경남","농업, 임업 및 어업(01~03)","50~59세",105,134,146,149,149,155,167,171,200
"경남","농업, 임업 및 어업(01~03)","60세 이상",32,42,54,71,67,76,85,113,150
"경남","광업(05~08)","계",63,67,85,92,94,89,85,87,81
"경남","광업(05~08)","29세 이하",2,1,-,-,-,-,1,1,-
"경남","광업(05~08)","30~39세",5,5,8,4,5,4,2,2,4
"경남","광업(05~08)","40~49세",14,13,15,25,21,23,18,14,11
"경남","광업(05~08)","50~59세",25,28,32,31,33,30,28,28,23
"경남","광업(05~08)","60세 이상",17,20,30,32,35,32,36,42,43
"경남","제조업(10~34)","계",30987,32103,34543,36504,36679,36668,37048,38352,39325
"경남","제조업(10~34)","29세 이하",296,291,392,410,458,478,473,533,684
"경남","제조업(10~34)","30~39세",3052,2391,2795,2983,3115,3089,2864,2859,3211
"경남","제조업(10~34)","40~49세",10308,9259,9978,10220,10288,10219,9561,9226,8817
"경남","제조업(10~34)","50~59세",12468,15006,15389,15727,15745,15569,15633,15888,15044
"경남","제조업(10~34)","60세 이상",4863,5156,5989,7164,7073,7313,8517,9846,11569
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","계",82,84,103,119,132,157,203,291,379
"경남","전기, 가스, 증기 및 공기조절 공급업(35)","29세 이하",-,-,-,-,-,-,2,2,5
