행정구역별,산업별,대표자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
충북,제조업(10~34),남자,7559,7640,7597,7700,7772,8057,8328,8944,9702,10151,10252,10466,10888,11258,11431
충북,제조업(10~34),여자,1586,1624,1627,1697,1767,1902,2009,2191,2416,2547,2653,2724,2898,3015,3217
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",계,39,38,36,36,37,39,47,49,53,54,58,73,87,101,176
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,38,37,35,35,35,37,44,45,49,49,47,56,65,80,127
충북,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,1,1,1,1,2,2,3,4,4,5,11,17,22,21,49
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,272,286,287,303,310,339,373,406,452,439,441,438,450,482,503
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,242,254,259,267,266,289,312,344,378,354,360,357,365,385,399
충북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,30,32,28,36,44,50,61,62,74,85,81,81,85,97,104
충북,건설업(41~42),계,3615,3766,3768,3813,3864,4105,4239,4696,5027,5258,5257,5220,5378,5594,6124
충북,건설업(41~42),남자,3134,3247,3219,3248,3238,3420,3530,3862,4059,4197,4177,4118,4203,4355,4700
충북,건설업(41~42),여자,481,519,549,565,626,685,709,834,968,1061,1080,1102,1175,1239,1424
충북,도매 및 소매업(45~47),계,25541,25937,25849,25767,26342,27161,28427,28978,29836,30626,30512,30663,30969,31524,32431
충북,도매 및 소매업(45~47),남자,15357,15439,15299,15190,15459,15884,16214,16569,17248,17854,17816,17936,18041,18318,19027
충북,도매 및 소매업(45~47),여자,10184,10498,10550,10577,10883,11277,12213,12409,12588,12772,12696,12727,12928,13206,13404
충북,운수 및 창고업(49~52),계,9532,9779,9795,9934,10039,10179,10342,10417,10522,10361,11580,10959,11596,11790,12437
충북,운수 및 창고업(49~52),남자,9297,9508,9486,9595,9700,9789,9876,9940,9939,9812,10924,10358,10854,11011,11546
충북,운수 및 창고업(49~52),여자,235,271,309,339,339,390,466,477,583,549,656,601,742,779,891
충북,숙박 및 음식점업(55~56),계,21354,21620,21552,21697,22327,23115,23959,24451,25076,25492,26377,26856,27909,28650,30415
충북,숙박 및 음식점업(55~56),남자,6598,6665,6909,6902,7262,7570,8018,8356,8667,8858,9303,9581,10046,10445,11594
충북,숙박 및 음식점업(55~56),여자,14756,14955,14643,14795,15065,15545,15941,16095,16409,16634,17074,17275,17863,18205,18821
충북,정보통신업(58~63),계,469,469,444,460,497,528,551,557,554,562,570,587,609,660,700
충북,정보통신업(58~63),남자,397,395,371,382,419,431,453,449,452,450,452,461,477,511,535
충북,정보통신업(58~63),여자,72,74,73,78,78,97,98,108,102,112,118,126,132,149,165
충북,금융 및 보험업(64~66),계,1154,1203,1192,1236,1260,1280,1303,1278,1264,1249,1224,1260,1251,1258,1266
충북,금융 및 보험업(64~66),남자,1051,1084,1082,1107,1130,1142,1157,1136,1119,1083,1053,1065,1051,1042,1090
충북,금융 및 보험업(64~66),여자,103,119,110,129,130,138,146,142,145,166,171,195,200,216,176
충북,부동산업(68),계,2441,2553,2587,2673,2981,3176,2788,2842,3104,3062,3337,3496,3631,3766,3977
충북,부동산업(68),남자,1993,2050,2025,2048,2198,2301,2016,2032,2137,2102,2272,2379,2431,2503,2581
충북,부동산업(68),여자,448,503,562,625,783,875,772,810,967,960,1065,1117,1200,1263,1396
충북,"전문, 과학 및 기술 서비스업(70~73)",계,1485,1494,1547,1622,1700,1814,1903,1999,2133,2231,2289,2312,2512,2688,2874
충북,"전문, 과학 및 기술 서비스업(70~73)",남자,1330,1329,1370,1443,1509,1596,1679,1763,1866,1955,1998,2006,2134,2265,2375
충북,"전문, 과학 및 기술 서비스업(70~73)",여자,155,165,177,179,191,218,224,236,267,276,291,306,378,423,499
충북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1385,1378,1399,1434,1558,1725,1850,2010,2175,2218,2236,2342,2414,2631,2744
충북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1034,1031,1055,1075,1171,1306,1385,1489,1600,1638,1628,1700,1746,1898,1969
충북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,351,347,344,359,387,419,465,521,575,580,608,642,668,733,775
충북,"공공행정, 국방 및 사회보장 행정(84)",계,559,554,538,531,545,535,533,538,559,563,568,566,556,557,550
충북,"공공행정, 국방 및 사회보장 행정(84)",남자,554,544,526,516,525,516,510,509,528,529,527,518,516,511,500
충북,"공공행정, 국방 및 사회보장 행정(84)",여자,5,10,12,15,20,19,23,29,31,34,41,48,40,46,50
충북,교육 서비스업(85),계,4871,5063,5208,5206,5341,5364,5410,5389,5375,5362,5399,5449,5462,5541,5522
충북,교육 서비스업(85),남자,2413,2457,2508,2515,2587,2605,2642,2605,2588,2499,2451,2458,2438,2457,2420
충북,교육 서비스업(85),여자,2458,2606,2700,2691,2754,2759,2768,2784,2787,2863,2948,2991,3024,3084,3102
충북,보건업 및 사회복지 서비스업(86~87),계,2637,2737,2916,3118,3345,3507,3764,3913,4153,4173,4448,4578,4614,4778,4754
충북,보건업 및 사회복지 서비스업(86~87),남자,1644,1682,1746,1837,1947,1993,2071,2158,2247,2295,2416,2460,2483,2569,2664
충북,보건업 및 사회복지 서비스업(86~87),여자,993,1055,1170,1281,1398,1514,1693,1755,1906,1878,2032,2118,2131,2209,2090
충북,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,2881,3041,3204,3255,3384,3513,3551,3585,3585,3598,3916,4178,4262,4426,4356
충북,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,1762,1902,2033,2049,2115,2173,2155,2168,2178,2156,2372,2490,2519,2605,2541
충북,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1119,1139,1171,1206,1269,1340,1396,1417,1407,1442,1544,1688,1743,1821,1815
충북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,11783,12037,12146,12298,12506,12718,13062,13128,13246,13269,13394,13698,14056,14406,14651
충북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,7449,7571,7544,7568,7617,7670,7852,7806,7753,7669,7568,7550,7701,7790,7844
충북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,4334,4466,4602,4730,4889,5048,5210,5322,5493,5600,5826,6148,6355,6616,6807
충남,전체 산업,계,127546,130103,131548,131554,134315,140505,141209,145995,154034,158306,161608,166247,172242,176643,184103
충남,전체 산업,남자,80502,81828,82294,82169,83556,87125,86934,89412,94430,97215,98614,100816,104395,106911,111781
충남,전체 산업,여자,47044,48275,49254,49385,50759,53380,54275,56583,59604,61091,62994,65431,67847,69732,72322
충남,"농업, 임업 및 어업(01~03)",계,230,238,230,235,231,240,230,244,306,330,391,434,474,512,671
충남,"농업, 임업 및 어업(01~03)",남자,219,230,222,225,223,231,217,232,282,302,352,380,414,447,575
충남,"농업, 임업 및 어업(01~03)",여자,11,8,8,10,8,9,13,12,24,28,39,54,60,65,96
충남,광업(05~08),계,107,111,107,120,104,108,112,115,121,101,105,104,91,95,84
충남,광업(05~08),남자,102,107,103,114,95,96,102,103,107,90,95,95,83,83,73
충남,광업(05~08),여자,5,4,4,6,9,12,10,12,14,11,10,9,8,12,11
충남,제조업(10~34),계,12254,12364,12306,12439,12693,13417,13505,14258,15792,16610,17150,17694,18422,19050,19478
충남,제조업(10~34),남자,10235,10250,10157,10250,10400,10980,11014,11570,12726,13249,13640,14079,14604,15034,15206
충남,제조업(10~34),여자,2019,2114,2149,2189,2293,2437,2491,2688,3066,3361,3510,3615,3818,4016,4272
충남,"전기, 가스, 증기 및 공기조절 공급업(35)",계,64,64,66,67,75,83,79,79,82,100,113,113,145,176,310
충남,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,64,64,66,65,74,82,77,77,81,96,108,107,125,147,246
충남,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,2,1,1,2,2,1,4,5,6,20,29,64
충남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,274,297,306,322,326,357,368,425,477,497,509,517,543,619,631
충남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,246,268,275,287,290,310,324,370,416,425,439,439,455,523,528
충남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,28,29,31,35,36,47,44,55,61,72,70,78,88,96,103
충남,건설업(41~42),계,3972,4190,4189,4221,4292,4863,5050,5420,6027,6315,6447,6559,6939,7218,7791
충남,건설업(41~42),남자,3591,3756,3705,3681,3711,4161,4268,4520,4990,5190,5287,5363,5656,5786,6124
충남,건설업(41~42),여자,381,434,484,540,581,702,782,900,1037,1125,1160,1196,1283,1432,1667
충남,도매 및 소매업(45~47),계,34345,34752,34909,34565,35120,36447,36491,37739,39893,41285,41086,41638,42449,43064,44714
충남,도매 및 소매업(45~47),남자,20961,21057,20964,20765,20915,21580,21350,21845,23113,24056,23923,24169,24519,24913,26028
충남,도매 및 소매업(45~47),여자,13384,13695,13945,13800,14205,14867,15141,15894,16780,17229,17163,17469,17930,18151,18686
충남,운수 및 창고업(49~52),계,10012,10465,10827,10879,11106,11734,11784,12209,12660,13027,13348,13688,14688,14975,16127
충남,운수 및 창고업(49~52),남자,9655,10079,10408,10432,10701,11115,11091,11456,11765,12085,12330,12592,13462,13607,14583
충남,운수 및 창고업(49~52),여자,357,386,419,447,405,619,693,753,895,942,1018,1096,1226,1368,1544
충남,숙박 및 음식점업(55~56),계,28869,29358,29434,29220,29535,30527,30757,31553,32836,33690,34582,35593,36804,37500,39653
충남,숙박 및 음식점업(55~56),남자,9660,9963,10037,10102,10370,10780,10874,11206,11859,12412,12687,12972,13667,14099,15363
충남,숙박 및 음식점업(55~56),여자,19209,19395,19397,19118,19165,19747,19883,20347,20977,21278,21895,22621,23137,23401,24290
충남,정보통신업(58~63),계,554,531,531,536,544,590,626,669,767,764,770,791,839,892,964
충남,정보통신업(58~63),남자,465,449,441,436,449,486,516,542,600,603,594,604,647,680,736
충남,정보통신업(58~63),여자,89,82,90,100,95,104,110,127,167,161,176,187,192,212,228
충남,금융 및 보험업(64~66),계,1444,1483,1516,1547,1608,1653,1632,1626,1651,1627,1667,1666,1670,1658,1649
충남,금융 및 보험업(64~66),남자,1334,1377,1397,1414,1464,1502,1457,1440,1449,1439,1451,1443,1433,1409,1436
충남,금융 및 보험업(64~66),여자,110,106,119,133,144,151,175,186,202,188,216,223,237,249,213
충남,부동산업(68),계,3359,3458,3586,3670,3763,4016,3864,3987,4279,4300,4612,4929,5197,5411,5712
충남,부동산업(68),남자,2701,2750,2794,2802,2824,2982,2792,2830,3002,2948,3111,3274,3391,3586,3746
충남,부동산업(68),여자,658,708,792,868,939,1034,1072,1157,1277,1352,1501,1655,1806,1825,1966
충남,"전문, 과학 및 기술 서비스업(70~73)",계,1706,1764,1816,1861,1933,2072,2168,2329,2644,2786,2900,2946,3215,3492,3748
충남,"전문, 과학 및 기술 서비스업(70~73)",남자,1585,1631,1668,1697,1765,1866,1931,2073,2352,2465,2549,2561,2757,2982,3152
충남,"전문, 과학 및 기술 서비스업(70~73)",여자,121,133,148,164,168,206,237,256,292,321,351,385,458,510,596
충남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1561,1582,1589,1615,1703,2022,2160,2353,2590,2743,2772,2882,2965,3250,3488
충남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1185,1199,1200,1233,1306,1546,1655,1763,1962,2085,2067,2137,2190,2344,2495
충남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,376,383,389,382,397,476,505,590,628,658,705,745,775,906,993
충남,"공공행정, 국방 및 사회보장 행정(84)",계,871,871,862,816,768,769,747,763,758,764,756,767,769,762,747
충남,"공공행정, 국방 및 사회보장 행정(84)",남자,856,856,849,798,747,742,718,734,729,736,720,722,729,706,699
충남,"공공행정, 국방 및 사회보장 행정(84)",여자,15,15,13,18,21,27,29,29,29,28,36,45,40,56,48
충남,교육 서비스업(85),계,5620,5829,5982,5958,6127,6286,6101,6192,6317,6434,6540,6685,6871,7065,7044
충남,교육 서비스업(85),남자,3035,3052,3058,3014,3150,3222,3114,3085,3111,3138,3075,3120,3189,3188,3152
충남,교육 서비스업(85),여자,2585,2777,2924,2944,2977,3064,2987,3107,3206,3296,3465,3565,3682,3877,3892
충남,보건업 및 사회복지 서비스업(86~87),계,3313,3500,3780,3999,4526,4896,5126,5394,5763,5661,6086,6356,6408,6525,6419
충남,보건업 및 사회복지 서비스업(86~87),남자,2177,2266,2399,2487,2632,2748,2770,2928,3075,3103,3266,3385,3400,3507,3571
충남,보건업 및 사회복지 서비스업(86~87),여자,1136,1234,1381,1512,1894,2148,2356,2466,2688,2558,2820,2971,3008,3018,2848
충남,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,3703,3698,3767,3711,3750,3903,3831,3893,4041,4064,4402,4894,5114,5243,5253
충남,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2335,2334,2389,2294,2333,2434,2364,2374,2461,2431,2632,2933,3025,3069,3074
충남,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1368,1364,1378,1417,1417,1469,1467,1519,1580,1633,1770,1961,2089,2174,2179
충남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,15288,15548,15745,15773,16111,16522,16578,16747,17030,17208,17372,17991,18639,19136,19620
충남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,10096,10140,10162,10073,10107,10262,10300,10264,10350,10362,10288,10441,10649,10801,10994
충남,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,5192,5408,5583,5700,6004,6260,6278,6483,6680,6846,7084,7550,7990,8335,8626
전북,전체 산업,계,118817,120061,119820,122657,124703,128738,135997,139654,144900,146652,147502,148269,151011,154082,156779
전북,전체 산업,남자,74118,74494,74084,75314,76390,78462,82739,85148,88518,89495,89826,89432,90695,92674,93831
전북,전체 산업,여자,44699,45567,45736,47343,48313,50276,53258,54506,56382,57157,57676,58837,60316,61408,62948
전북,"농업, 임업 및 어업(01~03)",계,183,183,189,218,223,226,253,268,346,360,400,432,488,489,665
전북,"농업, 임업 및 어업(01~03)",남자,177,176,181,208,208,213,236,248,308,319,352,372,415,421,562
전북,"농업, 임업 및 어업(01~03)",여자,6,7,8,10,15,13,17,20,38,41,48,60,73,68,103
전북,광업(05~08),계,87,85,82,96,83,88,96,102,118,112,109,108,108,106,95
전북,광업(05~08),남자,76,73,70,82,70,75,79,85,100,92,88,89,84,83,76
전북,광업(05~08),여자,11,12,12,14,13,13,17,17,18,20,21,19,24,23,19
전북,제조업(10~34),계,9817,9953,9750,10030,10065,10362,10774,11218,12303,12661,12588,12709,12933,13288,13423
전북,제조업(10~34),남자,7626,7677,7471,7665,7583,7821,8126,8437,9158,9409,9343,9395,9576,9813,9786
전북,제조업(10~34),여자,2191,2276,2279,2365,2482,2541,2648,2781,3145,3252,3245,3314,3357,3475,3637
전북,"전기, 가스, 증기 및 공기조절 공급업(35)",계,62,64,64,77,80,79,91,88,102,121,120,131,164,200,600
전북,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,60,63,63,73,72,70,79,81,92,107,100,108,134,162,418
전북,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,2,1,1,4,8,9,12,7,10,14,20,23,30,38,182
전북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,248,268,260,291,310,335,367,393,429,423,429,424,447,472,475
전북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,224,243,222,252,267,292,310,339,367,354,362,357,372,395,397
전북,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,24,25,38,39,43,43,57,54,62,69,67,67,75,77,78
전북,건설업(41~42),계,3441,3517,3604,3666,3914,4315,4626,4896,5249,5485,5675,5627,5864,6077,6698
전북,건설업(41~42),남자,3048,3081,3116,3117,3250,3535,3776,3934,4146,4269,4392,4320,4421,4559,4949
전북,건설업(41~42),여자,393,436,488,549,664,780,850,962,1103,1216,1283,1307,1443,1518,1749
전북,도매 및 소매업(45~47),계,33970,34124,33474,34035,34473,35631,36946,37810,39600,40529,40191,39818,40128,40113,40814
전북,도매 및 소매업(45~47),남자,19706,19770,19342,19399,19570,20008,20586,21046,22393,23041,22838,22636,22807,22729,23302
전북,도매 및 소매업(45~47),여자,14264,14354,14132,14636,14903,15623,16360,16764,17207,17488,17353,17182,17321,17384,17512
전북,운수 및 창고업(49~52),계,11907,11695,11807,12148,11989,11890,14174,15007,14986,14530,13947,13309,13286,14031,13010
전북,운수 및 창고업(49~52),남자,11341,11112,11178,11463,11421,11327,13006,13808,13825,13492,13113,12395,12370,13011,11954
전북,운수 및 창고업(49~52),여자,566,583,629,685,568,563,1168,1199,1161,1038,834,914,916,1020,1056
전북,숙박 및 음식점업(55~56),계,21726,21755,21566,22031,22501,23170,24353,24744,25455,25972,26268,26932,27692,28331,29816
전북,숙박 및 음식점업(55~56),남자,7154,7209,7209,7487,7790,8137,8738,8983,9397,9730,9989,10292,10670,11091,11928
전북,숙박 및 음식점업(55~56),여자,14572,14546,14357,14544,14711,15033,15615,15761,16058,16242,16279,16640,17022,17240,17888
전북,정보통신업(58~63),계,618,608,593,591,611,671,685,714,755,769,792,789,838,889,936
전북,정보통신업(58~63),남자,508,495,487,473,487,540,541,575,604,610,631,623,658,698,733
전북,정보통신업(58~63),여자,110,113,106,118,124,131,144,139,151,159,161,166,180,191,203
전북,금융 및 보험업(64~66),계,1433,1483,1505,1530,1591,1631,1696,1695,1707,1680,1709,1710,1714,1715,1711
전북,금융 및 보험업(64~66),남자,1302,1348,1354,1383,1442,1468,1478,1468,1473,1454,1460,1438,1426,1408,1428
전북,금융 및 보험업(64~66),여자,131,135,151,147,149,163,218,227,234,226,249,272,288,307,283
전북,부동산업(68),계,2311,2394,2511,2678,2827,3062,3190,3287,3489,3622,3884,4095,4274,4393,4512
전북,부동산업(68),남자,1795,1830,1889,1965,2019,2163,2222,2251,2346,2407,2564,2658,2728,2844,2906
전북,부동산업(68),여자,516,564,622,713,808,899,968,1036,1143,1215,1320,1437,1546,1549,1606
전북,"전문, 과학 및 기술 서비스업(70~73)",계,1739,1795,1771,1833,1892,2098,2257,2423,2677,2770,2880,2934,3112,3221,3413
전북,"전문, 과학 및 기술 서비스업(70~73)",남자,1584,1643,1602,1624,1680,1837,1967,2122,2315,2363,2440,2487,2611,2667,2807
전북,"전문, 과학 및 기술 서비스업(70~73)",여자,155,152,169,209,212,261,290,301,362,407,440,447,501,554,606
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1388,1486,1468,1531,1625,1831,1948,2093,2313,2361,2444,2502,2580,2684,2716
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1028,1097,1071,1134,1235,1375,1446,1531,1673,1716,1771,1767,1801,1875,1886
전북,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,360,389,397,397,390,456,502,562,640,645,673,735,779,809,830
전북,"공공행정, 국방 및 사회보장 행정(84)",계,905,885,875,876,887,883,885,884,883,889,896,898,902,904,890
전북,"공공행정, 국방 및 사회보장 행정(84)",남자,876,853,841,842,850,843,836,826,827,826,829,831,825,826,809
전북,"공공행정, 국방 및 사회보장 행정(84)",여자,29,32,34,34,37,40,49,58,56,63,67,67,77,78,81
전북,교육 서비스업(85),계,6472,6716,6840,6985,7169,7332,7447,7475,7599,7494,7599,7597,7705,7780,7600
전북,교육 서비스업(85),남자,3101,3172,3170,3175,3383,3455,3511,3557,3563,3459,3456,3409,3356,3386,3237
전북,교육 서비스업(85),여자,3371,3544,3670,3810,3786,3877,3936,3918,4036,4035,4143,4188,4349,4394,4363
전북,보건업 및 사회복지 서비스업(86~87),계,3645,3902,4179,4475,4776,5054,5417,5614,5827,5833,6110,6217,6252,6352,6252
전북,보건업 및 사회복지 서비스업(86~87),남자,2347,2399,2529,2635,2761,2855,3003,3101,3219,3287,3400,3421,3459,3566,3678
전북,보건업 및 사회복지 서비스업(86~87),여자,1298,1503,1650,1840,2015,2199,2414,2513,2608,2546,2710,2796,2793,2786,2574
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,3234,3273,3306,3417,3352,3401,3455,3470,3542,3492,3779,4043,4187,4367,4266
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2067,2097,2103,2145,2111,2143,2137,2121,2131,2064,2269,2442,2562,2653,2542
전북,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1167,1176,1203,1272,1241,1258,1318,1349,1411,1428,1510,1601,1625,1714,1724
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,15631,15875,15976,16149,16335,16679,17337,17473,17520,17549,17682,17994,18337,18670,18887
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,10098,10156,10186,10192,10191,10305,10662,10635,10581,10496,10429,10392,10420,10487,10433
전북,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,5533,5719,5790,5957,6144,6374,6675,6838,6939,7053,7253,7602,7917,8183,8454
전남,전체 산업,계,124574,124763,124286,124750,125395,128465,132892,136888,142931,147196,149713,153280,156914,161883,163774
전남,전체 산업,남자,75069,74800,74382,74564,74534,76175,78566,80822,84816,87181,87932,89685,91588,94805,95642
전남,전체 산업,여자,49505,49963,49904,50186,50861,52290,54326,56066,58115,60015,61781,63595,65326,67078,68132
전남,"농업, 임업 및 어업(01~03)",계,281,289,295,340,341,360,364,392,503,521,583,614,642,711,916
전남,"농업, 임업 및 어업(01~03)",남자,268,274,284,321,322,330,335,359,446,444,493,513,549,596,749
전남,"농업, 임업 및 어업(01~03)",여자,13,15,11,19,19,30,29,33,57,77,90,101,93,115,167
전남,광업(05~08),계,961,979,991,986,1000,996,1017,1033,1032,1057,1063,1054,1006,862,821
전남,광업(05~08),남자,915,932,939,922,921,908,915,934,936,965,969,962,924,789,714
전남,광업(05~08),여자,46,47,52,64,79,88,102,99,96,92,94,92,82,73,107
전남,제조업(10~34),계,11366,11245,11009,11030,10995,11329,11632,12125,13024,13309,13313,13489,14014,14537,14363
전남,제조업(10~34),남자,8839,8667,8449,8373,8278,8483,8705,9054,9644,9684,9618,9682,10049,10436,10205
전남,제조업(10~34),여자,2527,2578,2560,2657,2717,2846,2927,3071,3380,3625,3695,3807,3965,4101,4158
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",계,110,113,116,129,141,140,158,166,197,213,249,260,338,460,605
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,110,113,115,126,138,136,150,156,179,188,220,223,278,357,465
전남,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,1,3,3,4,8,10,18,25,29,37,60,103,140
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,359,361,370,371,380,419,456,493,546,553,554,569,585,607,604
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,329,333,334,338,350,383,411,436,482,478,467,471,490,508,502
전남,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,30,28,36,33,30,36,45,57,64,75,87,98,95,99,102
전남,건설업(41~42),계,3885,4003,4084,4144,4132,4456,4710,5684,6505,6782,6936,6947,7298,7752,8303
전남,건설업(41~42),남자,3486,3557,3595,3617,3534,3737,3937,4703,5246,5429,5526,5547,5774,6044,6359
전남,건설업(41~42),여자,399,446,489,527,598,719,773,981,1259,1353,1410,1400,1524,1708,1944
전남,도매 및 소매업(45~47),계,36315,36442,35856,35567,35467,35823,37017,38230,39870,41247,41296,41835,42209,42532,42672
전남,도매 및 소매업(45~47),남자,20793,20635,20154,19978,19812,19830,20379,21061,22348,23173,23071,23273,23477,23731,23856
전남,도매 및 소매업(45~47),여자,15522,15807,15702,15589,15655,15993,16638,17169,17522,18074,18225,18562,18732,18801,18816
전남,운수 및 창고업(49~52),계,8918,8750,8851,8937,9003,9320,9739,9370,10223,11197,11295,11629,11690,12815,12517
전남,운수 및 창고업(49~52),남자,8480,8313,8386,8451,8505,8795,9113,8751,9383,10232,10270,10575,10612,11505,11084
전남,운수 및 창고업(49~52),여자,438,437,465,486,498,525,626,619,840,965,1025,1054,1078,1310,1433
전남,숙박 및 음식점업(55~56),계,26478,26155,25857,25901,26108,26870,27884,28598,29576,30166,30763,31772,32584,33360,34719
전남,숙박 및 음식점업(55~56),남자,7801,7755,7718,7851,7907,8257,8707,9015,9447,9682,9888,10397,10830,11339,12090
전남,숙박 및 음식점업(55~56),여자,18677,18400,18139,18050,18201,18613,19177,19583,20129,20484,20875,21375,21754,22021,22629
전남,정보통신업(58~63),계,690,676,673,685,695,713,731,737,757,766,783,839,884,962,991
전남,정보통신업(58~63),남자,589,579,565,571,580,604,611,614,626,616,620,655,676,740,742
전남,정보통신업(58~63),여자,101,97,108,114,115,109,120,123,131,150,163,184,208,222,249
전남,금융 및 보험업(64~66),계,1553,1575,1616,1639,1651,1677,1714,1720,1702,1712,1722,1727,1727,1732,1725
전남,금융 및 보험업(64~66),남자,1429,1435,1465,1462,1477,1495,1527,1516,1483,1474,1447,1452,1430,1421,1433
전남,금융 및 보험업(64~66),여자,124,140,151,177,174,182,187,204,219,238,275,275,297,311,292
전남,부동산업(68),계,1465,1515,1544,1558,1576,1689,1798,1911,2048,2182,2465,2744,2986,3288,3444
전남,부동산업(68),남자,1306,1340,1355,1338,1325,1386,1436,1491,1552,1609,1784,1928,2063,2272,2310
전남,부동산업(68),여자,159,175,189,220,251,303,362,420,496,573,681,816,923,1016,1134
전남,"전문, 과학 및 기술 서비스업(70~73)",계,1460,1511,1550,1565,1572,1708,1791,1933,2079,2214,2284,2311,2498,2756,2944
전남,"전문, 과학 및 기술 서비스업(70~73)",남자,1334,1375,1407,1412,1423,1549,1611,1715,1851,1956,1992,2006,2164,2316,2444
전남,"전문, 과학 및 기술 서비스업(70~73)",여자,126,136,143,153,149,159,180,218,228,258,292,305,334,440,500
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1223,1235,1228,1253,1319,1463,1584,1753,1998,2046,2204,2316,2442,2698,2761
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,879,912,931,942,996,1103,1195,1313,1495,1539,1640,1704,1756,1955,1997
전남,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,344,323,297,311,323,360,389,440,503,507,564,612,686,743,764
전남,"공공행정, 국방 및 사회보장 행정(84)",계,1224,1204,1176,1183,1198,1211,1218,1230,1239,1256,1254,1255,1267,1266,1254
전남,"공공행정, 국방 및 사회보장 행정(84)",남자,1201,1176,1148,1152,1165,1177,1180,1187,1192,1196,1183,1191,1186,1166,1159
전남,"공공행정, 국방 및 사회보장 행정(84)",여자,23,28,28,31,33,34,38,43,47,60,71,64,81,100,95
전남,교육 서비스업(85),계,5917,6067,6051,6057,6143,6190,6217,6184,6094,6157,6273,6380,6481,6574,6307
전남,교육 서비스업(85),남자,3074,3097,3047,3072,3135,3158,3132,3096,3055,2966,2945,2955,2920,2919,2798
전남,교육 서비스업(85),여자,2843,2970,3004,2985,3008,3032,3085,3088,3039,3191,3328,3425,3561,3655,3509
전남,보건업 및 사회복지 서비스업(86~87),계,3297,3506,3770,4093,4323,4499,4756,4966,5208,5261,5599,5762,5811,5913,5779
전남,보건업 및 사회복지 서비스업(86~87),남자,2041,2104,2252,2429,2546,2643,2753,2875,2973,2984,3098,3147,3196,3275,3423
전남,보건업 및 사회복지 서비스업(86~87),여자,1256,1402,1518,1664,1777,1856,2003,2091,2235,2277,2501,2615,2615,2638,2356
