"행정구역별","산업별","종사상지위별",2020,2021,2022,2023
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",26065,26643,27972,27940
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",3295,3238,3261,3270
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",17809,18417,18967,18450
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",3943,3944,4917,5150
"강원","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",1018,1044,827,1070
"강원","공공행정, 국방 및 사회보장 행정(84)","계",44030,44329,44103,45117
"강원","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"강원","공공행정, 국방 및 사회보장 행정(84)","상용종사자",35980,36867,38159,37980
"강원","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",7966,7413,5919,7060
"강원","공공행정, 국방 및 사회보장 행정(84)","기타종사자",84,49,25,77
"강원","교육 서비스업(85)","계",54374,56810,57791,57143
"강원","교육 서비스업(85)","자영업자,무급가족",5979,6162,6300,6626
"강원","교육 서비스업(85)","상용종사자",40823,42270,42693,42047
"강원","교육 서비스업(85)","임시 및 일용근로자",5851,6295,6309,5639
"강원","교육 서비스업(85)","기타종사자",1721,2083,2489,2831
"강원","보건업 및 사회복지 서비스업(86~87)","계",72625,80518,82272,88508
"강원","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",1955,1985,2069,2111
"강원","보건업 및 사회복지 서비스업(86~87)","상용종사자",56322,60697,60941,64426
"강원","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",12499,16221,13150,18283
"강원","보건업 및 사회복지 서비스업(86~87)","기타종사자",1849,1615,6112,3688
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","계",26612,21989,23655,23806
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",4928,4931,4926,5004
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",15136,11466,11902,11993
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",4602,3051,3775,3451
"강원","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",1946,2541,3052,3358
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",30614,31297,32155,33443
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",13555,13417,13516,13658
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",13075,13594,13975,13821
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",1588,1327,1549,1679
"강원","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",2396,2959,3115,4285
"충북","전체 산업","계",808018,817324,838620,845108
"충북","전체 산업","자영업자,무급가족",173160,173367,175553,177997
"충북","전체 산업","상용종사자",523775,541094,554168,553153
"충북","전체 산업","임시 및 일용근로자",93896,78506,80974,83776
"충북","전체 산업","기타종사자",17187,24357,27925,30182
"충북","농업, 임업 및 어업(01~03)","계",3904,4370,4477,4451
"충북","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"충북","농업, 임업 및 어업(01~03)","상용종사자",3265,3589,3717,3585
"충북","농업, 임업 및 어업(01~03)","임시 및 일용근로자",558,678,654,754
"충북","농업, 임업 및 어업(01~03)","기타종사자",81,103,106,112
"충북","광업(05~08)","계",1153,1139,1073,1156
"충북","광업(05~08)","자영업자,무급가족",15,15,20,20
"충북","광업(05~08)","상용종사자",1074,1054,1010,1065
"충북","광업(05~08)","임시 및 일용근로자",63,69,40,51
"충북","광업(05~08)","기타종사자",1,1,3,20
"충북","제조업(10~34)","계",224247,224302,231173,227470
"충북","제조업(10~34)","자영업자,무급가족",13478,13012,13160,11891
"충북","제조업(10~34)","상용종사자",200877,202146,208114,205985
"충북","제조업(10~34)","임시 및 일용근로자",9331,8581,9196,8920
"충북","제조업(10~34)","기타종사자",561,563,703,674
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","계",6715,7841,8151,9663
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",4981,6090,6303,7924
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",1650,1663,1786,1680
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",59,63,36,32
"충북","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",25,25,26,27
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",6163,6451,6536,6702
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",338,325,332,320
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",5417,5677,5763,6058
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",377,361,368,242
"충북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",31,88,73,82
"충북","건설업(41~42)","계",73206,67990,68751,69468
"충북","건설업(41~42)","자영업자,무급가족",15423,16657,17108,17286
"충북","건설업(41~42)","상용종사자",28936,30237,30663,31027
"충북","건설업(41~42)","임시 및 일용근로자",28261,19349,18897,19168
"충북","건설업(41~42)","기타종사자",586,1747,2083,1987
"충북","도매 및 소매업(45~47)","계",91519,91392,90776,89411
"충북","도매 및 소매업(45~47)","자영업자,무급가족",44439,43636,43178,43398
"충북","도매 및 소매업(45~47)","상용종사자",35106,36822,36866,35673
"충북","도매 및 소매업(45~47)","임시 및 일용근로자",9875,8192,7935,8043
"충북","도매 및 소매업(45~47)","기타종사자",2099,2742,2797,2297
"충북","운수 및 창고업(49~52)","계",37895,39409,40368,41687
"충북","운수 및 창고업(49~52)","자영업자,무급가족",17727,18215,18895,20262
"충북","운수 및 창고업(49~52)","상용종사자",17252,15833,15424,15642
"충북","운수 및 창고업(49~52)","임시 및 일용근로자",1317,884,1936,1554
"충북","운수 및 창고업(49~52)","기타종사자",1599,4477,4113,4229
"충북","숙박 및 음식점업(55~56)","계",66517,67924,71219,73679
"충북","숙박 및 음식점업(55~56)","자영업자,무급가족",39984,38702,39026,38444
"충북","숙박 및 음식점업(55~56)","상용종사자",14537,16853,18061,19587
"충북","숙박 및 음식점업(55~56)","임시 및 일용근로자",11819,12245,13986,15454
"충북","숙박 및 음식점업(55~56)","기타종사자",177,124,146,194
"충북","정보통신업(58~63)","계",6837,7560,7574,8073
"충북","정보통신업(58~63)","자영업자,무급가족",707,803,925,1283
"충북","정보통신업(58~63)","상용종사자",5721,6056,6012,6260
"충북","정보통신업(58~63)","임시 및 일용근로자",367,523,545,414
"충북","정보통신업(58~63)","기타종사자",42,178,92,116
"충북","금융 및 보험업(64~66)","계",15213,15437,14957,15606
"충북","금융 및 보험업(64~66)","자영업자,무급가족",454,413,388,410
"충북","금융 및 보험업(64~66)","상용종사자",8925,9383,9025,9034
"충북","금융 및 보험업(64~66)","임시 및 일용근로자",473,239,144,256
"충북","금융 및 보험업(64~66)","기타종사자",5361,5402,5400,5906
"충북","부동산업(68)","계",15490,16219,15862,15374
"충북","부동산업(68)","자영업자,무급가족",3793,3847,3921,3966
"충북","부동산업(68)","상용종사자",10448,11144,10873,10629
"충북","부동산업(68)","임시 및 일용근로자",1026,805,641,444
"충북","부동산업(68)","기타종사자",223,423,427,335
"충북","전문, 과학 및 기술 서비스업(70~73)","계",25356,27117,27424,29292
"충북","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",2949,3012,3166,3260
"충북","전문, 과학 및 기술 서비스업(70~73)","상용종사자",20614,23099,22683,24374
"충북","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1748,874,1463,1575
"충북","전문, 과학 및 기술 서비스업(70~73)","기타종사자",45,132,112,83
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",36300,35449,36823,35610
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",3626,3495,3451,3424
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",24978,25484,25435,25888
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",7148,5749,5970,5114
"충북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",548,721,1967,1184
"충북","공공행정, 국방 및 사회보장 행정(84)","계",33743,34997,36674,35362
"충북","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"충북","공공행정, 국방 및 사회보장 행정(84)","상용종사자",30188,31046,32985,30476
"충북","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",3527,3939,3657,4773
"충북","공공행정, 국방 및 사회보장 행정(84)","기타종사자",28,12,32,113
"충북","교육 서비스업(85)","계",52734,54630,55920,56083
"충북","교육 서비스업(85)","자영업자,무급가족",5554,5782,5982,6321
"충북","교육 서비스업(85)","상용종사자",40313,41592,43079,42496
"충북","교육 서비스업(85)","임시 및 일용근로자",5263,5596,4783,4883
"충북","교육 서비스업(85)","기타종사자",1604,1660,2076,2383
"충북","보건업 및 사회복지 서비스업(86~87)","계",68407,71568,75615,79469
"충북","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",2118,2159,2241,2254
"충북","보건업 및 사회복지 서비스업(86~87)","상용종사자",56610,61259,63291,64925
"충북","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",8785,6899,7223,8725
"충북","보건업 및 사회복지 서비스업(86~87)","기타종사자",894,1251,2860,3565
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",13909,14495,15712,16137
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",4832,4769,4767,4767
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",5131,5199,5807,5832
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",1861,1716,2115,2125
"충북","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",2085,2811,3023,3413
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",28710,29034,29535,30415
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",12742,12435,12690,12767
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",12733,12958,13574,12937
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",2038,1744,1385,1249
"충북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",1197,1897,1886,3462
"충남","전체 산업","계",1064810,1082844,1092389,1100749
"충남","전체 산업","자영업자,무급가족",231618,235343,239027,243933
"충남","전체 산업","상용종사자",688380,713470,714322,716324
"충남","전체 산업","임시 및 일용근로자",121385,104256,106422,104167
"충남","전체 산업","기타종사자",23427,29775,32618,36325
"충남","농업, 임업 및 어업(01~03)","계",7015,7981,8123,8331
"충남","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"충남","농업, 임업 및 어업(01~03)","상용종사자",5740,6168,6344,6548
"충남","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1055,1352,1253,1313
"충남","농업, 임업 및 어업(01~03)","기타종사자",220,461,526,470
"충남","광업(05~08)","계",866,879,818,837
"충남","광업(05~08)","자영업자,무급가족",57,55,36,51
"충남","광업(05~08)","상용종사자",742,774,734,729
"충남","광업(05~08)","임시 및 일용근로자",67,49,47,41
"충남","광업(05~08)","기타종사자",0,1,1,16
"충남","제조업(10~34)","계",314229,318380,315551,311475
"충남","제조업(10~34)","자영업자,무급가족",18780,18056,18193,16394
"충남","제조업(10~34)","상용종사자",278232,284775,281501,281052
"충남","제조업(10~34)","임시 및 일용근로자",15992,14571,14497,12962
"충남","제조업(10~34)","기타종사자",1225,978,1360,1067
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","계",16797,19533,19350,21757
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",9369,12118,11922,15052
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",7222,7271,7288,6573
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",160,71,29,75
"충남","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",46,73,111,57
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",7393,7770,8042,7579
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",382,357,376,334
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",6494,7117,7368,6959
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",422,271,255,236
"충남","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",95,25,43,50
"충남","건설업(41~42)","계",90189,85490,85556,84539
"충남","건설업(41~42)","자영업자,무급가족",19260,20723,21864,21858
"충남","건설업(41~42)","상용종사자",36046,38500,39779,40904
"충남","건설업(41~42)","임시 및 일용근로자",34107,24941,23031,20740
"충남","건설업(41~42)","기타종사자",776,1326,882,1037
"충남","도매 및 소매업(45~47)","계",121588,123978,123836,122817
"충남","도매 및 소매업(45~47)","자영업자,무급가족",61356,61587,61412,62282
"충남","도매 및 소매업(45~47)","상용종사자",45154,48172,47978,47241
"충남","도매 및 소매업(45~47)","임시 및 일용근로자",12494,10480,11141,10643
"충남","도매 및 소매업(45~47)","기타종사자",2584,3739,3305,2651
"충남","운수 및 창고업(49~52)","계",46272,48019,47627,48047
"충남","운수 및 창고업(49~52)","자영업자,무급가족",21152,21930,23020,23665
"충남","운수 및 창고업(49~52)","상용종사자",21308,20343,19731,19155
"충남","운수 및 창고업(49~52)","임시 및 일용근로자",1718,1719,1362,2024
"충남","운수 및 창고업(49~52)","기타종사자",2094,4027,3514,3203
"충남","숙박 및 음식점업(55~56)","계",89482,90448,96378,99234
"충남","숙박 및 음식점업(55~56)","자영업자,무급가족",53543,52462,53013,53373
"충남","숙박 및 음식점업(55~56)","상용종사자",20083,22555,23788,25699
"충남","숙박 및 음식점업(55~56)","임시 및 일용근로자",15372,14911,19107,19836
"충남","숙박 및 음식점업(55~56)","기타종사자",484,520,470,326
"충남","정보통신업(58~63)","계",7594,8246,8550,8720
"충남","정보통신업(58~63)","자영업자,무급가족",992,1205,1324,1709
"충남","정보통신업(58~63)","상용종사자",6121,5954,6074,6299
"충남","정보통신업(58~63)","임시 및 일용근로자",365,616,694,561
"충남","정보통신업(58~63)","기타종사자",116,471,458,151
"충남","금융 및 보험업(64~66)","계",18056,19033,18905,19268
"충남","금융 및 보험업(64~66)","자영업자,무급가족",571,553,507,536
"충남","금융 및 보험업(64~66)","상용종사자",11813,12246,11857,11741
"충남","금융 및 보험업(64~66)","임시 및 일용근로자",611,356,198,566
"충남","금융 및 보험업(64~66)","기타종사자",5061,5878,6343,6425
"충남","부동산업(68)","계",18295,19591,19903,19875
"충남","부동산업(68)","자영업자,무급가족",5471,5637,5764,5831
"충남","부동산업(68)","상용종사자",10939,12617,12378,12414
"충남","부동산업(68)","임시 및 일용근로자",1547,809,1117,1139
"충남","부동산업(68)","기타종사자",338,528,644,491
"충남","전문, 과학 및 기술 서비스업(70~73)","계",28468,28836,29666,31327
"충남","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",3765,3954,4157,4323
"충남","전문, 과학 및 기술 서비스업(70~73)","상용종사자",21921,23064,23996,25536
"충남","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",2429,1622,1278,1277
"충남","전문, 과학 및 기술 서비스업(70~73)","기타종사자",353,196,235,191
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",46279,41751,39397,37116
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",4663,4458,4451,4588
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",31120,30456,29701,26869
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",8420,5588,4155,4653
"충남","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",2076,1249,1090,1006
"충남","공공행정, 국방 및 사회보장 행정(84)","계",37605,40568,40925,43439
"충남","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"충남","공공행정, 국방 및 사회보장 행정(84)","상용종사자",34180,34086,36150,37744
"충남","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",3268,6466,4722,5642
"충남","공공행정, 국방 및 사회보장 행정(84)","기타종사자",157,16,53,53
"충남","교육 서비스업(85)","계",69431,71764,73726,72581
"충남","교육 서비스업(85)","자영업자,무급가족",7191,7489,7752,8360
"충남","교육 서비스업(85)","상용종사자",54714,57238,56984,55815
"충남","교육 서비스업(85)","임시 및 일용근로자",5970,4882,6359,5313
"충남","교육 서비스업(85)","기타종사자",1556,2155,2631,3093
"충남","보건업 및 사회복지 서비스업(86~87)","계",92466,97917,101754,106912
"충남","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",2655,2686,2820,2844
"충남","보건업 및 사회복지 서비스업(86~87)","상용종사자",74240,79936,79797,81550
"충남","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",12903,11910,13376,13178
"충남","보건업 및 사회복지 서비스업(86~87)","기타종사자",2668,3385,5761,9340
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","계",14409,14269,15404,15801
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",5954,5840,5849,5842
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",5657,5989,6422,6472
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",2167,1769,2122,2212
"충남","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",631,671,1011,1275
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",38376,38391,38878,41094
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",16457,16233,16567,16891
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",16654,16209,16452,17024
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",2318,1873,1679,1756
"충남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",2947,4076,4180,5423
"전북","전체 산업","계",794929,791096,795273,799091
"전북","전체 산업","자영업자,무급가족",204580,206145,207330,209980
"전북","전체 산업","상용종사자",465136,477029,484485,482463
"전북","전체 산업","임시 및 일용근로자",100411,79957,72226,73481
"전북","전체 산업","기타종사자",24802,27965,31232,33167
"전북","농업, 임업 및 어업(01~03)","계",6155,6348,6429,5996
"전북","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"전북","농업, 임업 및 어업(01~03)","상용종사자",4959,5012,5165,4814
"전북","농업, 임업 및 어업(01~03)","임시 및 일용근로자",875,1074,952,836
"전북","농업, 임업 및 어업(01~03)","기타종사자",321,262,312,346
"전북","광업(05~08)","계",871,834,734,753
"전북","광업(05~08)","자영업자,무급가족",63,65,49,50
"전북","광업(05~08)","상용종사자",725,712,619,622
"전북","광업(05~08)","임시 및 일용근로자",80,55,65,78
"전북","광업(05~08)","기타종사자",3,2,1,3
"전북","제조업(10~34)","계",120948,121697,123074,120105
"전북","제조업(10~34)","자영업자,무급가족",14005,13207,13093,11598
"전북","제조업(10~34)","상용종사자",99396,101362,103769,102680
"전북","제조업(10~34)","임시 및 일용근로자",6976,6697,5897,5346
"전북","제조업(10~34)","기타종사자",571,431,315,481
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","계",22139,24390,25694,28140
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",18244,21017,22036,24684
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",3348,3248,3571,3389
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",445,85,34,18
"전북","전기, 가스, 증기 및 공기조절 공급업(35)","기타종사자",102,40,53,49
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",5571,5794,5913,5929
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","자영업자,무급가족",252,244,242,243
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상용종사자",4893,5229,5410,5469
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","임시 및 일용근로자",406,230,231,168
"전북","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","기타종사자",20,91,30,49
"전북","건설업(41~42)","계",79778,71806,68203,68448
"전북","건설업(41~42)","자영업자,무급가족",16014,17502,18168,17698
"전북","건설업(41~42)","상용종사자",34103,34877,34864,34335
"전북","건설업(41~42)","임시 및 일용근로자",28515,18001,14077,15007
"전북","건설업(41~42)","기타종사자",1146,1426,1094,1408
"전북","도매 및 소매업(45~47)","계",108168,105497,102216,99833
"전북","도매 및 소매업(45~47)","자영업자,무급가족",54685,53255,51698,51543
"전북","도매 및 소매업(45~47)","상용종사자",39397,40850,39335,37925
"전북","도매 및 소매업(45~47)","임시 및 일용근로자",10655,7484,7592,7112
"전북","도매 및 소매업(45~47)","기타종사자",3431,3908,3591,3253
"전북","운수 및 창고업(49~52)","계",37760,38984,39365,40099
"전북","운수 및 창고업(49~52)","자영업자,무급가족",19096,19763,20569,21587
"전북","운수 및 창고업(49~52)","상용종사자",15718,14055,13497,13627
"전북","운수 및 창고업(49~52)","임시 및 일용근로자",1618,834,812,916
"전북","운수 및 창고업(49~52)","기타종사자",1328,4332,4487,3969
"전북","숙박 및 음식점업(55~56)","계",69217,69834,73474,74778
"전북","숙박 및 음식점업(55~56)","자영업자,무급가족",40482,39671,40054,39705
"전북","숙박 및 음식점업(55~56)","상용종사자",14920,16777,17586,18782
"전북","숙박 및 음식점업(55~56)","임시 및 일용근로자",13494,13028,15526,16029
"전북","숙박 및 음식점업(55~56)","기타종사자",321,358,308,262
"전북","정보통신업(58~63)","계",8113,8135,8475,8535
"전북","정보통신업(58~63)","자영업자,무급가족",725,822,871,974
"전북","정보통신업(58~63)","상용종사자",6716,6743,6831,6962
"전북","정보통신업(58~63)","임시 및 일용근로자",502,388,530,490
"전북","정보통신업(58~63)","기타종사자",170,182,243,109
"전북","금융 및 보험업(64~66)","계",24470,24528,24625,24292
"전북","금융 및 보험업(64~66)","자영업자,무급가족",607,553,507,546
"전북","금융 및 보험업(64~66)","상용종사자",14252,14894,14600,14720
"전북","금융 및 보험업(64~66)","임시 및 일용근로자",586,507,585,326
"전북","금융 및 보험업(64~66)","기타종사자",9025,8574,8933,8700
"전북","부동산업(68)","계",15734,16346,16164,15553
"전북","부동산업(68)","자영업자,무급가족",3785,3761,3716,3622
"전북","부동산업(68)","상용종사자",10752,11622,11477,11204
"전북","부동산업(68)","임시 및 일용근로자",761,599,604,318
"전북","부동산업(68)","기타종사자",436,364,367,409
"전북","전문, 과학 및 기술 서비스업(70~73)","계",26132,26374,26903,28266
"전북","전문, 과학 및 기술 서비스업(70~73)","자영업자,무급가족",3667,3722,3689,3727
"전북","전문, 과학 및 기술 서비스업(70~73)","상용종사자",20178,21183,21569,22882
"전북","전문, 과학 및 기술 서비스업(70~73)","임시 및 일용근로자",1968,1329,1334,1476
"전북","전문, 과학 및 기술 서비스업(70~73)","기타종사자",319,140,311,181
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",24451,24024,23244,22595
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","자영업자,무급가족",3320,3293,3058,3036
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상용종사자",15711,16400,16579,16120
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","임시 및 일용근로자",4599,3107,2677,2173
"전북","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","기타종사자",821,1224,930,1266
"전북","공공행정, 국방 및 사회보장 행정(84)","계",38986,38862,40460,41284
"전북","공공행정, 국방 및 사회보장 행정(84)","자영업자,무급가족",0,0,0,0
"전북","공공행정, 국방 및 사회보장 행정(84)","상용종사자",34325,34675,36754,37091
"전북","공공행정, 국방 및 사회보장 행정(84)","임시 및 일용근로자",4473,4068,3498,4100
"전북","공공행정, 국방 및 사회보장 행정(84)","기타종사자",188,119,208,93
"전북","교육 서비스업(85)","계",62026,60935,60804,59913
"전북","교육 서비스업(85)","자영업자,무급가족",7201,7295,7325,7513
"전북","교육 서비스업(85)","상용종사자",46763,46291,47362,45095
"전북","교육 서비스업(85)","임시 및 일용근로자",6298,6173,3892,5081
"전북","교육 서비스업(85)","기타종사자",1764,1176,2225,2224
"전북","보건업 및 사회복지 서비스업(86~87)","계",95486,97263,99395,102573
"전북","보건업 및 사회복지 서비스업(86~87)","자영업자,무급가족",2807,2782,2940,2961
"전북","보건업 및 사회복지 서비스업(86~87)","상용종사자",76948,79714,82278,83763
"전북","보건업 및 사회복지 서비스업(86~87)","임시 및 일용근로자",13481,12767,10568,10627
"전북","보건업 및 사회복지 서비스업(86~87)","기타종사자",2250,2000,3609,5222
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","계",13825,13645,14466,14752
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","자영업자,무급가족",4535,4461,4424,4340
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","상용종사자",5949,6291,6707,6974
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","임시 및 일용근로자",2511,1930,2137,2201
"전북","예술, 스포츠 및 여가관련 서비스업(90~91)","기타종사자",830,963,1198,1237
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",35099,35800,35635,37247
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","자영업자,무급가족",15092,14732,14891,16153
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상용종사자",16083,17094,16512,16009
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","임시 및 일용근로자",2168,1601,1215,1179
"전북","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","기타종사자",1756,2373,3017,3906
"전남","전체 산업","계",847692,856478,862357,888352
"전남","전체 산업","자영업자,무급가족",208798,210007,209982,211962
"전남","전체 산업","상용종사자",494003,511419,516065,525660
"전남","전체 산업","임시 및 일용근로자",118743,100820,101978,112603
"전남","전체 산업","기타종사자",26148,34232,34332,38127
"전남","농업, 임업 및 어업(01~03)","계",10281,11185,11161,9869
"전남","농업, 임업 및 어업(01~03)","자영업자,무급가족",0,0,0,0
"전남","농업, 임업 및 어업(01~03)","상용종사자",7463,7756,7785,7566
"전남","농업, 임업 및 어업(01~03)","임시 및 일용근로자",1671,1637,1721,1912
"전남","농업, 임업 및 어업(01~03)","기타종사자",1147,1792,1655,391
"전남","광업(05~08)","계",2864,2904,2547,2318
"전남","광업(05~08)","자영업자,무급가족",1571,1321,1268,1286
"전남","광업(05~08)","상용종사자",1005,908,1002,751
"전남","광업(05~08)","임시 및 일용근로자",243,303,252,258
"전남","광업(05~08)","기타종사자",45,372,25,23
"전남","제조업(10~34)","계",125923,126107,128548,129241
"전남","제조업(10~34)","자영업자,무급가족",15332,14557,14511,13002
"전남","제조업(10~34)","상용종사자",97000,98844,101307,104168
"전남","제조업(10~34)","임시 및 일용근로자",12594,11687,11966,11430
"전남","제조업(10~34)","기타종사자",997,1019,764,641
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","계",19607,20450,20119,23152
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","자영업자,무급가족",10343,11742,11318,14906
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","상용종사자",8763,8265,8651,8127
"전남","전기, 가스, 증기 및 공기조절 공급업(35)","임시 및 일용근로자",467,391,79,60
